cluster,collision_count,injury_rate,mean_is_weekend,mean_is_rush_hour,mean_is_late_night,mean_vehicle_records_count,mean_person_records_count,mean_person_pedestrian_count,mean_person_bicyclist_count,mean_has_truck_vehicle,mean_has_bus_vehicle,mean_has_taxi_vehicle,mean_has_bike_vehicle,mean_has_motorcycle_vehicle,pca1,pca2,n_groups
0,9207.66037735849,0.4021868173083768,0.2658976889520074,0.3269180700247905,0.13368662336303466,2.0124053663995487,3.3084116425676013,0.11533579789583147,0.06486441877855012,0.09730767309124701,0.03898459520742325,0.031007691153646648,0.08223281412330591,0.054556915045943864,-0.5087456071288939,-0.3516568388376562,53
1,3128.625,0.40589614836320853,0.29832527708678247,0.28300690049005495,0.1676308811471339,1.9154968503265093,3.204626680677448,0.1461958148695343,0.13849234111714945,0.10838411725220132,0.04468243467041232,0.09958298839278205,0.15793974186102291,0.05882163286752812,3.370439647228922,2.3297265572994728,8
