crash_dayofweek,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.3818689847873331,0.36300063572790847,0.3228736581337737,0.3015267175572519,0.3439282803585982,0.33085752869682644,0.3637602179836512,0.3761118170266836,0.3584140572200946,0.3511205976520811,0.3399643705463183,0.3638758782201405,0.37207403375068043,0.4058807364660621,0.40267527675276754,0.4206896551724138,0.4318082788671024,0.43641868512110726,0.4770711933113757,0.4494280553883203,0.4579537491240364,0.4711917916337806,0.4354545454545454,0.419811320754717
1,0.39151470040937847,0.3273921200750469,0.321285140562249,0.326417704011065,0.3333333333333333,0.3489399293286219,0.3627167630057804,0.38522511097019657,0.38183365241437994,0.3690534575772437,0.3470571981210279,0.3839455782312925,0.38737787166622656,0.3943479388125486,0.4076273121717287,0.42509603072983354,0.43075967708548957,0.4460974118606073,0.45362949393176094,0.4667216721672167,0.4745876809155167,0.47622670216812474,0.45527426160337553,0.42409638554216866
2,0.392619926199262,0.37046413502109704,0.343921139101862,0.3467202141900937,0.35128518971848227,0.37994945240101097,0.3989563567362429,0.39929100870125683,0.3937290033594625,0.3854308235933678,0.3693877551020408,0.38127659574468087,0.3937007874015748,0.4124381993234452,0.40535117056856185,0.4264428121720881,0.42717656631407647,0.4519112207151665,0.4489566973300426,0.4680340969632392,0.45971247074557003,0.4734317343173432,0.44630071599045346,0.4236730859558478
3,0.40353260869565216,0.3415765069551777,0.32356020942408376,0.34532374100719426,0.31156316916488225,0.36468646864686466,0.39357622243528284,0.4073107049608355,0.3826239578762615,0.3651507139079852,0.34459267669599775,0.3675615831718793,0.37839248434237993,0.39494007989347535,0.41324150188846925,0.42036332910857627,0.4216402760860739,0.43836718278705006,0.45023912548394446,0.4546163849154746,0.46295180722891566,0.4675231977159172,0.4483154670750383,0.4126712328767123
4,0.40408525754884544,0.33785529715762275,0.32643312101910826,0.3257874015748031,0.33908541846419327,0.33663366336633666,0.38953759925268566,0.3862433862433862,0.37958420929689324,0.3631163170798148,0.35983630517392573,0.37053447798393796,0.3898264223722276,0.4128329297820823,0.434341252699784,0.4371365550431121,0.4221201683888251,0.4329576369996114,0.44225290379136534,0.44381746810598627,0.4495774647887324,0.43597122302158275,0.4352506920947401,0.38999683444127886
5,0.3663003663003663,0.3520710059171598,0.34301821335646143,0.33541759714158104,0.34015025041736224,0.33507853403141363,0.32923976608187133,0.3392226148409894,0.3293226381461676,0.35272429332240884,0.3505807814149947,0.39527139527139526,0.3854135784168396,0.40420096508657394,0.417331206804891,0.4329585961063888,0.4090447154471545,0.4180327868852459,0.4391575663026521,0.44883203559510565,0.4506172839506173,0.443457667258733,0.40749771411155133,0.385028427037271
6,0.37931839402427636,0.3517948717948718,0.34958382877526756,0.3526081682167408,0.34753042233357195,0.3041212695405021,0.30760095011876487,0.31882116543871397,0.30655737704918035,0.31274703557312256,0.32639791937581275,0.3824393828067597,0.3702023726448011,0.40267362243234434,0.410876993166287,0.4297153024911032,0.3989376572546827,0.4319300164024057,0.4417659018297996,0.4548525798525799,0.4262871762072274,0.4329627207325049,0.4171368124118477,0.4063761097659403
